goal_difference,home_overall_rating,home_potential,home_crossing,home_finishing,home_sprint_speed,away_overall_rating,away_potential,away_crossing,away_finishing,away_sprint_speed,home_height,home_weight,away_height,away_weight
0.07525,-0.4336122068903361,-0.15165563392546022,-0.05670519762355619,-0.022697008547009234,0.02695269578905968,0.008433010629640414,-0.010753704186412123,0.048203876573210624,0.07301340967109153,0.031042952038187504,0.1639311111111091,0.13021088435374265,-0.10336363636366795,-0.26860655737705175
-0.29975,-0.08777887355700287,-0.037862530477184464,0.10839896904311042,0.15832863247863177,0.004225423061786954,0.12509967729630755,0.15136750793480047,0.08425829834191809,0.1698687555830412,0.04179564021023059,-0.1471800000000031,-0.046659863945576856,0.13299999999997072,0.21991803278688188
0.20024999999999998,0.23960207882394968,0.13701431681345586,0.0008840880907294846,0.019500793650793033,0.01613018496654895,-0.3936503227036927,-0.12135976479247225,-0.1483947628825717,-0.11126331988865687,-0.03562371462847904,0.1639311111111091,0.16422448979591941,-0.12154545454548751,-0.12762295081967487
0.07525,-0.3898622068903359,-0.13556367990247165,-0.045246864290222844,0.02499529914529848,0.021902190738554702,0.22197467729630738,0.18432205338934568,-0.027476395535632966,0.05335932162077711,0.043811769242488655,0.1639311111111091,0.19143537414966064,0.0966363636363316,0.17073770491803011
-0.04975,-0.3169455402236694,-0.11640659177986624,-0.0747607531791118,-0.0647482905982913,-0.026919358082994217,-0.3918646084179782,-0.1882428816755893,-0.19037727017120143,-0.0837700584331313,-0.13792786209391691,-0.2582911111111142,-0.20992517006802627,-0.08518181818184839,0.0002459016393419884
0.07525,0.10388779310966445,0.03455126262626362,0.1370448023764438,0.14345683760683697,-0.030623061786697853,-0.4186503227036926,-0.08954158297429095,-0.17084374247440845,-0.06786709347356246,-0.014655972692995217,0.23059777777777524,0.09619727891156585,-0.12154545454548751,-0.15385245901639588
0.07525,-0.3690288735570024,-0.10682804771856377,-0.18587186429022284,-0.10064572649572713,-0.09173417289780904,-0.3874003227036926,-0.17742037085307835,-0.06404102138597305,0.041566868790588435,0.020290263866144645,-0.1471800000000031,-0.08407482993197142,0.13299999999997072,0.18713114754098034
0.07525,0.2574592216810929,0.13208820843907176,0.05222337380501518,0.09202826617826547,0.029117197953561783,0.15009967729630702,0.15591296248025477,0.09446237997457115,0.1377932838849281,0.020827898274746764,0.1639311111111064,0.2764693877551031,0.1511818181817903,0.2559836065573737
0.07525,-0.3836122068903358,-0.08269011668408091,-0.2129551976235562,-0.09038931623931691,-0.0972897284533646,-0.022816989370359586,-0.07135976479247251,-0.01642197376692553,0.12332787507989666,-0.009279628606973787,-0.21384666666666646,-0.11468707482993042,0.11481818181815116,-0.0423770491803303
-0.17475000000000002,-0.1164247068903359,-0.016310806339253428,0.049154177376443786,0.10768760683760617,0.0023314836678475595,0.02926634396297434,-0.025905219337927058,0.03799979494055756,0.12018322099184625,-0.04153769312310282,0.097264444444443,0.16082312925170164,0.09663636363633384,-0.10795081967213334
-0.29975,-0.3586122068903359,-0.08466056003383485,-0.16206234048069912,0.0019183760683754022,-0.08127241243604859,0.05634967729630702,-0.01681431024701784,0.023033808545999717,0.005717812186814877,0.025666607952166073,-0.03606888888888925,0.06558503401360685,0.15118181818178805,0.1018852459016368
-0.04975,-0.41416776244589126,-0.10491233890630318,-0.09212186429022284,-0.10064572649572713,-0.010084341247977332,0.21259967729630702,0.26045841702570915,0.027115441199060855,0.08496309520568272,0.09663434988765003,-0.21384666666667196,-0.19631972789115512,0.07845454545451204,0.059262295081964525
0.07525,0.06847112644299713,0.01960873389063179,0.048503135709777156,-0.026286752136752838,0.03957895841532223,-0.14521282270369262,-0.04863249206519979,-0.009619252678490108,0.06986875558304126,-0.008607585596221023,0.1639311111111091,0.07919047619047692,0.060272727272696947,0.1641803278688496
0.07525,-0.2336122068903359,-0.08958666840821895,-0.12076769762355621,0.22499529914529848,-0.018501849665485775,-0.36656698937035914,-0.1395415829742907,-0.24771449077372815,-0.11252118152387693,-0.10067747806933934,0.052819999999998,-0.056863945578230206,-0.08518181818184839,-0.006311475409838521
0.20024999999999998,0.30805445977633106,0.20160107105538252,0.06412813570977716,0.14892692307692243,0.11281128164764562,0.07566785911448903,0.15591296248025477,0.05160523711742826,0.07844508491408755,-0.00512518090413887,-0.013846666666670851,-0.06706802721088356,0.13299999999997072,0.1576229508196691
0.20024999999999998,0.21430445977633106,0.12305700975270076,0.022461469043110416,0.07114914529914464,0.044629463465827426,-0.3061503227036928,-0.14408703751974497,-0.23002741594379617,0.03968007633775822,-0.17110758559622108,0.1639311111111064,0.23565306122449078,-0.19427272727275682,-0.022704918032789793
0.07525,-0.1086122068903359,-0.01569504279245554,0.06338408809072948,0.09422606837606771,0.003143171979535902,-0.23115032270369262,-0.11681431024701797,-0.16268047716828601,0.28684988765851294,-0.022720488822027474,0.052819999999998,0.011163265306123358,0.04209090909087962,-0.052213114754101064
-0.29975,-0.05652887355700287,-0.05510390978752929,-0.08430936429022284,-0.033979059829060534,-0.0084008395644756,0.2599211058677362,0.17539348196077434,0.06326704469760315,0.12377711137818946,0.027970755417603795,0.11948666666666138,-0.03305442176870678,0.13299999999997072,0.26909836065573467
-0.17475000000000002,0.05388779310966374,-0.013724599442701607,0.02141980237644381,-0.00423547008547073,0.02695269578905968,0.22718301062964041,0.2670240735913658,0.02212677906754167,0.1411475815788484,0.11168811332851009,0.23059777777777524,0.13361224489796042,0.11481818181815116,0.15106557377048857
-0.29975,-0.06315766143579005,-0.08645187216997434,0.02340843874008014,0.07604425019424955,-0.0005955135773314255,0.09839513184176152,0.06500387157116384,0.09056627607846716,0.051000831054739376,0.018335229653045862,0.03059777777777414,0.10300000000000142,0.22390909090906408,0.15434426229507883
-0.04975,0.016387793109664095,-0.03316033611981756,0.04613571146735285,-0.0008788267288273652,-0.036408185753640125,-0.07205941361278345,-0.00524406231313373,-0.0003428148306237146,-0.06392198198128125,0.005138748714629522,-0.2582911111111169,-0.2031224489795907,-0.1397272727273026,-0.1735245901639374
-0.29975,-0.19888998466811358,-0.08575525078369776,0.008572580154221576,-0.023722649572650203,-0.01513484629848231,0.32566785911448903,0.24268982198438688,0.12025087719163984,0.14019465609762102,0.06378977510759123,-0.08051333333333698,-0.21672789115646185,0.15118181818178805,0.19696721311475113
0.20024999999999998,0.11638779310966374,0.12075815917798775,0.06204480237644383,0.08653376068376002,0.013316332152695958,0.2461224045690349,0.21789643355463476,0.07015811281316105,0.11103513637206353,0.05645839680847102,0.052819999999998,0.23905442176870856,0.20572727272724228,0.17073770491803011
0.20024999999999998,-0.19383947961760883,-0.07077789097875181,-0.06892110671446527,-0.061018686868687576,-0.006105155450609819,-0.060695777249146765,-0.09202092181726584,0.03305236142169547,-0.0004571449315384821,-0.10336565011235005,0.07504222222221639,-0.005843537414964501,0.023909090909060054,0.14122950819671884
0.20024999999999998,-0.05747584325397259,-0.039429928596306764,-0.003580197623556214,0.027093201243200526,-0.006105155450609819,-0.19705941361278345,-0.0796242276023901,-0.046725004069955826,-0.017609803593631058,-0.05204600201850833,0.008375555555553011,0.09959863945578364,0.13299999999997072,0.003524590163931218
0.07525,0.13513779310966445,0.11730988331591899,0.043294802376443786,0.12037991452991391,0.019376938213302105,0.12112240456903489,0.09806172281083357,0.10355328906548024,0.07672981904787837,0.031531710591462196,0.097264444444443,0.29687755102040986,0.13299999999997072,0.13139344262294808
-0.17475000000000002,-0.02338493416306342,0.05461395855102888,0.027669802376443786,0.028491802641801966,-0.010237386855568398,-0.21410486815823804,-0.09615315322222463,-0.0986730560180078,-0.045054057452979364,-0.012456559203259084,-0.058291111111113104,-0.19972108843537292,0.06027272727269471,0.1838524590163901
0.45025,-0.07452129779942673,-0.036295132358062164,-0.04761428853264715,-0.010669036519037216,0.02833010625737928,-0.05501395906732931,-0.050698607767679184,-0.009619252678490108,0.04413976758990227,-0.009524007883611135,-0.1471800000000031,-0.18611564625850283,0.005727272727242727,0.09860655737704656
-0.04975,0.02206961129148244,0.013861607453850018,0.04613571146735285,0.039680613830613144,-0.051559700905155166,-0.07205941361278345,-0.05483083917263798,0.02748649871297561,0.13333359263278405,-0.008057732223787046,-0.08051333333333698,-0.046659863945576856,0.0057272727272404894,-0.08827868852459284
